first_image,second_image,answers,correct_answer,rule,action
-31,-4,-27,0,1,1
68,27,41,1,1,0
74,32,42,1,1,0
-82,-44,-38,0,1,1
12,29,-17,0,1,1
-14,-29,15,1,1,0
13,23,-10,0,1,1
-1,27,-28,0,1,1
-52,-25,-27,0,0,0
60,32,28,1,0,1
49,26,23,1,0,1
-68,-35,-33,0,0,0
6,-15,21,1,0,1
-35,-25,-10,0,0,0
16,39,-23,0,0,0
14,18,-4,0,0,0
-30,-42,12,1,0,1
-65,-32,-33,0,0,0
47,44,3,1,0,1
-24,9,-33,0,0,0
-57,-40,-17,0,0,0
33,23,10,1,0,1
0,-40,40,1,0,1
-28,8,-36,0,0,0
53,12,41,1,0,1
-15,-17,2,1,1,0
57,31,26,1,1,0
-10,-8,-2,0,1,1
-11,29,-40,0,1,1
-62,-17,-45,0,1,1
-29,-39,10,1,1,0
27,-15,42,1,1,0
-1,-14,13,1,1,0
-64,-32,-32,0,1,1
-20,-22,2,1,1,0
-69,-30,-39,0,1,1
38,16,22,1,0,1
18,-15,33,1,0,1
-5,-30,25,1,0,1
20,4,16,1,0,1
-20,16,-36,0,0,0
-1,-45,44,1,0,1
-9,7,-16,0,0,0
23,20,3,1,0,1
26,-2,28,1,1,0
-23,-22,-1,0,1,1
30,-3,33,1,1,0
-14,-4,-10,0,1,1
34,42,-8,0,1,1
42,-2,44,1,1,0
4,-7,11,1,1,0
6,23,-17,0,1,1
-9,-39,30,1,1,0
-16,9,-25,0,1,1
-3,-33,30,1,1,0
23,26,-3,0,1,1
41,-1,42,1,1,0
-15,26,-41,0,1,1
-17,-4,-13,0,1,1
21,19,2,1,1,0
-32,-24,-8,0,1,1
-30,-33,3,1,1,0
-51,-18,-33,0,1,1
-24,14,-38,0,1,1
-16,-7,-9,0,1,1
12,24,-12,0,0,0
-14,15,-29,0,0,0
-13,-23,10,1,0,1
-13,-30,17,1,0,1
-25,-21,-4,0,0,0
5,-27,32,1,0,1
61,20,41,1,0,1
3,-35,38,1,0,1
30,14,16,1,0,1
35,18,17,1,0,1
4,33,-29,0,1,1
-25,0,-25,0,1,1
-33,-28,-5,0,1,1
9,4,5,1,1,0
-33,-16,-17,0,1,1
39,40,-1,0,1,1
-19,5,-24,0,1,1
-28,-6,-22,0,1,1
-2,16,-18,0,1,1
46,37,9,1,1,0
43,14,29,1,1,0
-7,-40,33,1,1,0
-36,-33,-3,0,1,1
18,-25,43,1,0,1
-32,-12,-20,0,0,0
-69,-24,-45,0,0,0
-27,-35,8,1,0,1
-16,-19,3,1,0,1
-7,-36,29,1,0,1
-44,-42,-2,0,0,0
25,23,2,1,0,1
-13,-18,5,1,1,0
-18,-4,-14,0,1,1
5,29,-24,0,1,1
-71,-42,-29,0,1,1
-25,-7,-18,0,1,1
7,27,-20,0,1,1
72,43,29,1,1,0
17,-11,28,1,1,0
24,28,-4,0,1,1
-57,-40,-17,0,1,1
3,23,-20,0,1,1
2,5,-3,0,1,1
-28,8,-36,0,1,1
13,18,-5,0,1,1
-25,4,-29,0,0,0
42,4,38,1,0,1
11,-34,45,1,0,1
2,-29,31,1,0,1
14,-6,20,1,0,1
-19,17,-36,0,0,0
83,42,41,1,0,1
-6,31,-37,0,0,0
-27,-37,10,1,0,1
-5,-5,0,0,0,0
-9,-18,9,1,0,1
-18,25,-43,0,0,0
-19,26,-45,0,0,0
14,4,10,1,0,1
51,10,41,1,0,1
-20,16,-36,0,0,0
-67,-31,-36,0,0,0
-3,4,-7,0,0,0
-63,-19,-44,0,0,0
12,39,-27,0,0,0
11,34,-23,0,0,0
19,-10,29,1,1,0
-77,-44,-33,0,1,1
-32,-15,-17,0,1,1
35,-6,41,1,1,0
1,33,-32,0,1,1
-31,-30,-1,0,1,1
10,12,-2,0,1,1
31,24,7,1,1,0
-33,-33,0,0,1,1
-56,-29,-27,0,1,1
44,42,2,1,1,0
-7,-10,3,1,1,0
-29,3,-32,0,1,1
-83,-41,-42,0,1,1
-52,-40,-12,0,1,1
4,-11,15,1,1,0
70,30,40,1,1,0
-1,-2,1,1,1,0
27,-18,45,1,1,0
44,6,38,1,1,0
35,8,27,1,1,0
37,-7,44,1,0,1
-14,27,-41,0,0,0
43,42,1,1,0,1
-28,5,-33,0,0,0
-4,-30,26,1,0,1
34,28,6,1,0,1
6,-35,41,1,0,1
-7,-6,-1,0,0,0
-42,-31,-11,0,0,0
2,-16,18,1,0,1
54,14,40,1,0,1
-67,-23,-44,0,0,0
10,-12,22,1,1,0
-34,-43,9,1,1,0
8,-31,39,1,1,0
-56,-28,-28,0,1,1
-63,-28,-35,0,1,1
11,8,3,1,1,0
33,35,-2,0,1,1
16,-13,29,1,1,0
23,7,16,1,1,0
-1,2,-3,0,1,1
-69,-41,-28,0,1,1
15,-7,22,1,1,0
5,9,-4,0,1,1
26,42,-16,0,1,1
8,11,-3,0,1,1
-8,-36,28,1,1,0
57,27,30,1,1,0
-3,-13,10,1,1,0
83,40,43,1,1,0
19,-2,21,1,1,0
-16,-38,22,1,1,0
-64,-41,-23,0,0,0
32,-3,35,1,0,1
-12,-19,7,1,0,1
-81,-41,-40,0,0,0
48,39,9,1,0,1
0,-13,13,1,0,1
-33,-7,-26,0,0,0
3,-20,23,1,0,1
-20,-3,-17,0,1,1
-27,-34,7,1,1,0
29,6,23,1,1,0
46,15,31,1,1,0
9,-26,35,1,1,0
-32,11,-43,0,1,1
-63,-45,-18,0,1,1
-32,8,-40,0,1,1
33,0,33,1,1,0
-16,-15,-1,0,1,1
29,21,8,1,1,0
-51,-10,-41,0,1,1
-9,28,-37,0,1,1
-56,-30,-26,0,1,1
-19,11,-30,0,1,1
31,22,9,1,1,0
-25,-18,-7,0,1,1
19,33,-14,0,1,1
-23,-32,9,1,1,0
32,24,8,1,1,0
12,4,8,1,1,0
-10,10,-20,0,0,0
41,15,26,1,0,1
4,37,-33,0,0,0
-36,-17,-19,0,0,0
-65,-20,-45,0,0,0
-5,7,-12,0,0,0
14,38,-24,0,0,0
8,-17,25,1,0,1
56,21,35,1,0,1
-37,-33,-4,0,0,0
-3,31,-34,0,0,0
-20,-30,10,1,0,1
39,-3,42,1,0,1
14,-17,31,1,0,1
43,35,8,1,0,1
-69,-25,-44,0,0,0
-25,-16,-9,0,0,0
10,-17,27,1,0,1
0,-19,19,1,0,1
-67,-41,-26,0,0,0
-64,-45,-19,0,0,0
-38,-15,-23,0,1,1
24,41,-17,0,1,1
7,-18,25,1,1,0
-29,-33,4,1,1,0
-41,-12,-29,0,1,1
-16,15,-31,0,1,1
-11,29,-40,0,1,1
14,17,-3,0,1,1
-37,-20,-17,0,1,1
51,12,39,1,1,0
-18,-24,6,1,1,0
17,20,-3,0,1,1
26,27,-1,0,1,1
9,-36,45,1,1,0
-56,-19,-37,0,1,1
52,37,15,1,1,0
55,38,17,1,1,0
14,38,-24,0,1,1
42,0,42,1,1,0
-21,11,-32,0,1,1
-2,27,-29,0,1,1
59,18,41,1,0,1
51,35,16,1,0,1
-39,-34,-5,0,0,0
46,27,19,1,0,1
-3,32,-35,0,0,0
22,32,-10,0,0,0
25,41,-16,0,0,0
56,30,26,1,0,1
-14,-19,5,1,0,1
12,44,-32,0,0,0
-42,-42,0,0,0,0
-25,16,-41,0,0,0
57,13,44,1,1,0
5,-15,20,1,1,0
43,32,11,1,1,0
-2,-10,8,1,1,0
-17,23,-40,0,1,1
16,23,-7,0,1,1
21,41,-20,0,1,1
33,34,-1,0,1,1
10,4,6,1,1,0
-1,35,-36,0,1,1
-21,-35,14,1,1,0
-28,-11,-17,0,1,1
-42,0,-42,0,1,1
5,3,2,1,1,0
57,25,32,1,1,0
-12,-7,-5,0,1,1
-7,-27,20,1,1,0
-2,19,-21,0,1,1
-21,-13,-8,0,1,1
81,40,41,1,1,0
-18,-3,-15,0,1,1
71,38,33,1,0,1
43,14,29,1,0,1
-72,-38,-34,0,0,0
-45,-6,-39,0,0,0
-55,-45,-10,0,0,0
77,35,42,1,0,1
33,24,9,1,0,1
-39,0,-39,0,0,0
-41,-26,-15,0,1,1
36,1,35,1,1,0
27,-2,29,1,1,0
9,32,-23,0,1,1
-7,-41,34,1,1,0
-31,-13,-18,0,1,1
-23,-9,-14,0,1,1
4,-22,26,1,1,0
33,1,32,1,1,0
-33,-23,-10,0,1,1
-41,-43,2,1,1,0
-4,10,-14,0,1,1
47,25,22,1,1,0
57,18,39,1,1,0
-8,2,-10,0,0,0
-40,-26,-14,0,0,0
-43,-28,-15,0,0,0
29,-14,43,1,0,1
-53,-22,-31,0,0,0
-64,-34,-30,0,0,0
-67,-31,-36,0,0,0
5,32,-27,0,0,0
41,31,10,1,0,1
15,-18,33,1,0,1
-11,-21,10,1,0,1
-31,2,-33,0,1,1
28,2,26,1,1,0
-3,34,-37,0,1,1
-6,14,-20,0,1,1
17,19,-2,0,1,1
3,-33,36,1,1,0
-3,32,-35,0,1,1
-10,-31,21,1,1,0
46,4,42,1,1,0
66,27,39,1,0,1
21,-22,43,1,0,1
25,-15,40,1,0,1
-9,-7,-2,0,0,0
-2,12,-14,0,0,0
2,-12,14,1,0,1
52,43,9,1,0,1
-64,-30,-34,0,0,0
10,-8,18,1,0,1
7,-8,15,1,0,1
-53,-10,-43,0,0,0
13,31,-18,0,0,0
-23,9,-32,0,1,1
-44,-7,-37,0,1,1
33,42,-9,0,1,1
61,39,22,1,1,0
-11,-3,-8,0,1,1
-19,-3,-16,0,1,1
34,7,27,1,1,0
85,40,45,1,1,0
-58,-27,-31,0,1,1
83,44,39,1,1,0
-18,-9,-9,0,1,1
-87,-45,-42,0,1,1
-9,31,-40,0,1,1
-28,5,-33,0,1,1
42,43,-1,0,0,0
59,23,36,1,0,1
2,14,-12,0,0,0
47,30,17,1,0,1
-61,-16,-45,0,0,0
53,32,21,1,0,1
46,14,32,1,0,1
-17,-16,-1,0,0,0
-2,21,-23,0,0,0
10,-23,33,1,0,1
-18,17,-35,0,0,0
46,18,28,1,0,1
9,-1,10,1,0,1
-11,28,-39,0,0,0
9,41,-32,0,0,0
39,24,15,1,0,1
-4,-24,20,1,0,1
-50,-29,-21,0,0,0
-7,19,-26,0,0,0
45,13,32,1,0,1
-75,-31,-44,0,0,0
-9,-27,18,1,1,0
18,-19,37,1,1,0
-10,-18,8,1,1,0
20,19,1,1,1,0
-4,14,-18,0,1,1
29,26,3,1,1,0
41,16,25,1,1,0
-63,-32,-31,0,1,1
-50,-5,-45,0,1,1
-75,-42,-33,0,1,1
-35,10,-45,0,1,1
79,35,44,1,0,1
31,29,2,1,0,1
31,19,12,1,0,1
31,-4,35,1,0,1
-11,-26,15,1,0,1
11,42,-31,0,0,0
16,42,-26,0,0,0
54,43,11,1,0,1
-33,4,-37,0,0,0
-59,-40,-19,0,0,0
47,22,25,1,0,1
-2,27,-29,0,0,0
-28,-3,-25,0,0,0
31,-4,35,1,0,1
33,28,5,1,1,0
-9,-45,36,1,1,0
22,8,14,1,1,0
-6,-24,18,1,1,0
-34,-26,-8,0,1,1
29,-3,32,1,1,0
-3,-31,28,1,1,0
0,-14,14,1,1,0
5,-12,17,1,1,0
-10,6,-16,0,1,1
-37,7,-44,0,0,0
26,-13,39,1,0,1
-8,0,-8,0,0,0
-14,-22,8,1,0,1
-8,25,-33,0,0,0
12,24,-12,0,0,0
23,-11,34,1,0,1
-57,-26,-31,0,0,0
-74,-43,-31,0,0,0
-6,-35,29,1,0,1
9,-7,16,1,0,1
-48,-14,-34,0,0,0
-4,-15,11,1,0,1
60,30,30,1,0,1
17,41,-24,0,0,0
-10,-28,18,1,0,1
-14,-25,11,1,0,1
-41,-33,-8,0,0,0
7,-14,21,1,0,1
2,19,-17,0,0,0
-41,-38,-3,0,0,0
-24,-6,-18,0,1,1
40,22,18,1,1,0
47,28,19,1,1,0
14,35,-21,0,1,1
17,-22,39,1,1,0
-43,-11,-32,0,1,1
48,44,4,1,1,0
2,-20,22,1,1,0
-59,-44,-15,0,1,1
78,36,42,1,1,0
74,30,44,1,1,0
6,-11,17,1,1,0
4,-20,24,1,1,0
-63,-40,-23,0,1,1
-19,16,-35,0,1,1
55,28,27,1,1,0
-42,-43,1,1,1,0
40,22,18,1,1,0
88,43,45,1,1,0
-16,-39,23,1,1,0
-14,9,-23,0,1,1
71,41,30,1,0,1
-18,2,-20,0,0,0
-6,3,-9,0,0,0
16,-13,29,1,0,1
-77,-40,-37,0,0,0
83,38,45,1,0,1
55,38,17,1,0,1
22,25,-3,0,0,0
-19,4,-23,0,0,0
-15,-6,-9,0,0,0
37,23,14,1,0,1
-5,36,-41,0,0,0
-53,-26,-27,0,0,0
-24,-8,-16,0,0,0
11,-30,41,1,0,1
41,44,-3,0,1,1
1,-11,12,1,1,0
-45,-14,-31,0,1,1
-27,-1,-26,0,1,1
-16,-8,-8,0,1,1
-18,19,-37,0,1,1
-56,-17,-39,0,1,1
-44,-4,-40,0,1,1
57,15,42,1,1,0
-24,1,-25,0,1,1
3,32,-29,0,1,1
-61,-24,-37,0,1,1
33,29,4,1,1,0
4,26,-22,0,1,1
41,43,-2,0,1,1
6,28,-22,0,1,1
53,30,23,1,1,0
0,-16,16,1,1,0
44,28,16,1,1,0
-28,-30,2,1,1,0
18,-1,19,1,1,0
18,39,-21,0,0,0
72,41,31,1,0,1
49,22,27,1,0,1
34,33,1,1,0,1
2,18,-16,0,0,0
-53,-34,-19,0,0,0
10,12,-2,0,0,0
44,31,13,1,0,1
-29,-21,-8,0,0,0
60,43,17,1,0,1
-31,-37,6,1,0,1
3,33,-30,0,0,0
23,17,6,1,0,1
2,13,-11,0,0,0
10,2,8,1,0,1
-14,-11,-3,0,1,1
33,-12,45,1,1,0
-13,-6,-7,0,1,1
-56,-16,-40,0,1,1
-41,-43,2,1,1,0
-15,1,-16,0,1,1
-35,1,-36,0,1,1
-24,-18,-6,0,1,1
-43,-14,-29,0,1,1
31,-11,42,1,1,0
-22,-3,-19,0,1,1
54,24,30,1,1,0
15,6,9,1,1,0
-47,-4,-43,0,1,1
-34,-31,-3,0,1,1
34,42,-8,0,1,1
-35,-31,-4,0,1,1
-64,-26,-38,0,1,1
-27,11,-38,0,1,1
-65,-22,-43,0,1,1
5,43,-38,0,1,1
-46,-5,-41,0,0,0
-27,-20,-7,0,0,0
-40,-32,-8,0,0,0
44,36,8,1,0,1
25,41,-16,0,0,0
53,31,22,1,0,1
28,32,-4,0,0,0
-12,-14,2,1,0,1
-2,-37,35,1,1,0
-9,-5,-4,0,1,1
-19,-44,25,1,1,0
-27,10,-37,0,1,1
75,32,43,1,1,0
73,33,40,1,1,0
-12,-6,-6,0,1,1
-1,-42,41,1,1,0
83,44,39,1,1,0
-23,-11,-12,0,1,1
19,27,-8,0,1,1
-5,35,-40,0,1,1
8,17,-9,0,1,1
7,3,4,1,1,0
-11,10,-21,0,1,1
-17,-24,7,1,1,0
-17,-13,-4,0,1,1
-8,3,-11,0,0,0
20,1,19,1,0,1
-30,15,-45,0,0,0
3,-33,36,1,0,1
10,43,-33,0,0,0
-34,-9,-25,0,0,0
55,12,43,1,0,1
12,39,-27,0,0,0
36,13,23,1,0,1
28,44,-16,0,1,1
-4,-35,31,1,1,0
24,15,9,1,1,0
-47,-23,-24,0,1,1
33,36,-3,0,1,1
-30,-24,-6,0,1,1
-41,-32,-9,0,1,1
32,44,-12,0,1,1
8,-36,44,1,1,0
-47,-42,-5,0,1,1
-22,-24,2,1,1,0
-17,-32,15,1,1,0
31,22,9,1,1,0
-14,-1,-13,0,1,1
-18,-37,19,1,1,0
68,43,25,1,1,0
-32,6,-38,0,1,1
-32,-21,-11,0,1,1
-48,-23,-25,0,1,1
-33,0,-33,0,0,0
-16,-7,-9,0,0,0
-2,16,-18,0,0,0
-14,-44,30,1,0,1
-3,26,-29,0,0,0
-50,-14,-36,0,0,0
-45,-23,-22,0,0,0
80,41,39,1,0,1
2,-42,44,1,0,1
67,28,39,1,0,1
27,33,-6,0,0,0
-54,-32,-22,0,0,0
11,12,-1,0,0,0
-5,29,-34,0,0,0
-41,-28,-13,0,0,0
-18,-14,-4,0,0,0
-22,-43,21,1,0,1
-69,-45,-24,0,1,1
-64,-19,-45,0,1,1
28,-17,45,1,1,0
-49,-27,-22,0,1,1
38,27,11,1,1,0
38,5,33,1,1,0
13,-22,35,1,1,0
0,-6,6,1,1,0
30,7,23,1,1,0
37,25,12,1,1,0
-14,7,-21,0,1,1
-25,-30,5,1,1,0
-39,-38,-1,0,1,1
28,12,16,1,0,1
-53,-18,-35,0,0,0
-27,-8,-19,0,0,0
79,38,41,1,0,1
-72,-30,-42,0,0,0
-20,-39,19,1,0,1
48,38,10,1,0,1
20,-20,40,1,0,1
38,30,8,1,1,0
-3,-45,42,1,1,0
13,4,9,1,1,0
15,37,-22,0,1,1
-37,-18,-19,0,1,1
-50,-45,-5,0,1,1
-9,31,-40,0,1,1
2,-38,40,1,1,0
-31,-27,-4,0,1,1
-12,14,-26,0,1,1
1,-38,39,1,0,1
-1,-44,43,1,0,1
34,-8,42,1,0,1
33,-2,35,1,0,1
7,-6,13,1,0,1
13,11,2,1,0,1
59,29,30,1,0,1
-16,-25,9,1,0,1
78,34,44,1,0,1
-22,-29,7,1,0,1
32,0,32,1,0,1
22,-4,26,1,0,1
19,-10,29,1,0,1
-31,-4,-27,0,0,0
-42,-7,-35,0,0,0
5,-8,13,1,0,1
-13,-45,32,1,0,1
-18,-24,6,1,0,1
-58,-43,-15,0,0,0
-10,-27,17,1,0,1
1,-10,11,1,0,1
12,31,-19,0,1,1
8,36,-28,0,1,1
-48,-30,-18,0,1,1
-58,-22,-36,0,1,1
-18,-34,16,1,1,0
-38,-26,-12,0,1,1
80,38,42,1,1,0
47,31,16,1,1,0
-24,-38,14,1,1,0
-26,-14,-12,0,1,1
-38,-42,4,1,1,0
25,41,-16,0,1,1
-34,-28,-6,0,1,1
8,14,-6,0,1,1
23,38,-15,0,1,1
59,14,45,1,1,0
3,-39,42,1,1,0
-52,-33,-19,0,1,1
13,35,-22,0,1,1
5,6,-1,0,1,1
1,33,-32,0,0,0
-67,-29,-38,0,0,0
-3,-20,17,1,0,1
7,9,-2,0,0,0
43,39,4,1,0,1
-6,18,-24,0,0,0
-18,25,-43,0,0,0
40,40,0,0,0,0
-29,-33,4,1,0,1
-13,17,-30,0,0,0
-7,-27,20,1,0,1
-17,-23,6,1,0,1
-35,-30,-5,0,0,0
-35,-21,-14,0,0,0
-46,-35,-11,0,0,0
33,0,33,1,0,1
-44,-31,-13,0,0,0
-7,-41,34,1,0,1
23,28,-5,0,0,0
-28,-18,-10,0,1,1
-21,-18,-3,0,1,1
46,39,7,1,1,0
68,32,36,1,1,0
63,43,20,1,1,0
36,20,16,1,1,0
-41,-12,-29,0,1,1
2,-14,16,1,1,0
2,-27,29,1,1,0
9,22,-13,0,1,1
-69,-33,-36,0,1,1
-26,-42,16,1,1,0
1,10,-9,0,1,1
-8,6,-14,0,1,1
-48,-11,-37,0,0,0
-29,-34,5,1,0,1
11,-14,25,1,0,1
74,34,40,1,0,1
20,31,-11,0,0,0
-8,-8,0,0,0,0
-43,-3,-40,0,0,0
5,28,-23,0,0,0
-21,13,-34,0,0,0
83,40,43,1,0,1
-49,-25,-24,0,0,0
-37,-40,3,1,0,1
-1,30,-31,0,0,0
54,9,45,1,0,1
10,22,-12,0,0,0
-10,-23,13,1,0,1
74,44,30,1,0,1
42,5,37,1,0,1
-26,-21,-5,0,0,0
-6,6,-12,0,0,0
-28,-9,-19,0,0,0
5,-16,21,1,1,0
35,41,-6,0,1,1
24,27,-3,0,1,1
45,13,32,1,1,0
19,-16,35,1,1,0
-54,-29,-25,0,1,1
17,18,-1,0,1,1
-60,-39,-21,0,1,1
13,13,0,0,1,1
-22,17,-39,0,1,1
61,33,28,1,1,0
27,38,-11,0,1,1
-23,11,-34,0,1,1
10,-4,14,1,1,0
-66,-42,-24,0,1,1
-28,-35,7,1,1,0
58,20,38,1,1,0
65,35,30,1,1,0
-14,-17,3,1,1,0
1,8,-7,0,1,1
-47,-17,-30,0,1,1
-5,6,-11,0,0,0
-2,-39,37,1,0,1
0,-43,43,1,0,1
23,44,-21,0,0,0
2,-18,20,1,0,1
15,5,10,1,0,1
-21,5,-26,0,0,0
-79,-34,-45,0,0,0
-86,-45,-41,0,0,0
61,30,31,1,0,1
58,26,32,1,0,1
-12,2,-14,0,0,0
-4,-39,35,1,0,1
42,-2,44,1,0,1
-35,-6,-29,0,0,0
10,-3,13,1,0,1
-24,-42,18,1,0,1
-9,-23,14,1,0,1
-16,19,-35,0,0,0
-23,-41,18,1,0,1
24,-13,37,1,1,0
-12,-42,30,1,1,0
24,5,19,1,1,0
36,17,19,1,1,0
-14,-9,-5,0,1,1
43,23,20,1,1,0
29,-10,39,1,1,0
-54,-19,-35,0,1,1
-9,24,-33,0,1,1
-12,20,-32,0,1,1
-43,-15,-28,0,1,1
6,-24,30,1,0,1
5,-33,38,1,0,1
-77,-39,-38,0,0,0
-39,-35,-4,0,0,0
-66,-28,-38,0,0,0
4,-32,36,1,0,1
52,36,16,1,0,1
-13,-8,-5,0,0,0
-23,-2,-21,0,0,0
-38,-13,-25,0,0,0
30,42,-12,0,0,0
-1,28,-29,0,0,0
31,30,1,1,0,1
65,22,43,1,0,1
-50,-35,-15,0,0,0
6,32,-26,0,0,0
8,-17,25,1,0,1
-28,-1,-27,0,0,0
-24,-2,-22,0,0,0
45,26,19,1,0,1
63,23,40,1,0,1
18,-4,22,1,1,0
-11,8,-19,0,1,1
26,-1,27,1,1,0
59,30,29,1,1,0
-8,-38,30,1,1,0
-23,6,-29,0,1,1
77,42,35,1,1,0
19,2,17,1,1,0
43,5,38,1,1,0
30,-15,45,1,0,1
-15,11,-26,0,0,0
-4,-32,28,1,0,1
41,23,18,1,0,1
25,-14,39,1,0,1
-5,2,-7,0,0,0
-18,-31,13,1,0,1
69,38,31,1,0,1
-23,-8,-15,0,1,1
-18,-27,9,1,1,0
-70,-43,-27,0,1,1
-9,-32,23,1,1,0
11,-30,41,1,1,0
-12,22,-34,0,1,1
25,5,20,1,1,0
-56,-44,-12,0,1,1
7,-11,18,1,1,0
-28,-45,17,1,1,0
38,34,4,1,1,0
-20,-14,-6,0,1,1
-6,20,-26,0,0,0
27,29,-2,0,0,0
-13,-29,16,1,0,1
-27,-30,3,1,0,1
2,3,-1,0,0,0
39,28,11,1,0,1
-48,-14,-34,0,0,0
-51,-25,-26,0,0,0
-2,23,-25,0,0,0
-48,-45,-3,0,0,0
46,30,16,1,1,0
-21,9,-30,0,1,1
-35,-39,4,1,1,0
-29,-24,-5,0,1,1
62,39,23,1,1,0
-1,-18,17,1,1,0
-6,30,-36,0,1,1
76,33,43,1,1,0
-69,-26,-43,0,1,1
6,17,-11,0,1,1
20,-6,26,1,1,0
-24,-9,-15,0,1,1
38,-5,43,1,1,0
1,-22,23,1,0,1
15,0,15,1,0,1
-14,-1,-13,0,0,0
-50,-39,-11,0,0,0
33,0,33,1,0,1
10,33,-23,0,0,0
30,34,-4,0,0,0
47,34,13,1,0,1
19,32,-13,0,0,0
